total_bienes_final,total_bienes_inicio
940452.88,762584.38
526300.0,366498.0
887954.23,625107.9
174242.68,143000.0
0.0,0.0
751260.0,303910.0
905904.71,703184.11
1896450.0,486821.39
608596.0,560469.0
953047.2,638047.2
1152022.8,811600.85
2609738.92,2485423.34
284000.0,105000.0
676870.34,434634.64
534086.0,358436.65
1341186.08,1104386.08
289968.98,231151.34
326496.8,285737.84
930000.0,930000.0
185943.25,10788.0
207760.35,0.0
2752414.54,2250646.0
1287109.55,1044546.81
272499.39,258091.52
531945.0,301116.65
379890.13,303698.58
0.0,147435.0
314676.56,285716.06
1250033.71,1080152.66
9860.0,31800.0
101991.68,92933.46
7974422.69,5991983.14
2007806.62,1454470.77
164421.96,157910.99
0.0,0.0
284817.58,247818.06
1245459.34,1235907.82
1038900.84,799069.5
371687.15,174245.85
1866528.11,1137370.79
2979063.36,2845125.81
0.0,300000.0
6192089.47,5293369.3
51850.41,18618.13
585145.0,413150.0
2035209.88,1191651.15
297964.86,203817.28
680826.93,644478.29
2619983.09,1610287.85
285423.0,262530.0
317366.51,255579.79
397.65,99108.58
2816785.62,2807386.71
853604.99,703764.91
2373378.37,627572.07
347252.53,404952.0
17579863.0,17579863.0
114540.75,66540.75
420345.78,385248.8
672784.0,382510.0
1197452.75,1817049.5
100000.0,50900.0
270242.96,219341.37
0.0,0.0
6919940.62,4315896.89
3227828.9,2648815.39
485886.0,378501.85
5221039.64,4842596.46
432697.61,619023.48
391984.0,453089.0
3127515.15,2580412.13
647948.96,522215.14
531342.21,381869.73
375202.0,249939.26
977258.41,882209.03
922592.92,866328.56
261007.85,109937.6
997587.23,887904.5
18060455.66,15346154.93
574997.29,164000.0
422792.67,394137.05
306351.39,310862.59
1939568.85,908855.12
1888147.96,1635497.1
260622.15,220199.12
768968.71,760385.83
1359099.06,1098838.3
1056918.05,1302669.18
454136.19,372848.19
991967.14,683454.9
99090.0,98022.0
1915649.53,1638423.59
4522783.26,4078042.0
0.0,0.0
798687.5,557687.5
396846.14,291006.8
1026360.43,725419.22
969374.39,402585.64
1751920.7,103591.04
1063014.92,821114.9
489852.0,350933.15
1153591.05,892292.62
463990.44,705469.38
3937855.52,2206364.99
2553166.39,1981073.91
332037.02,206098.0
1119386.09,562562.3
4063842.29,3458563.23
135000.0,128000.0
571244.85,1175132.63
0.0,24510.4
418893.0,267998.12
2136851.63,1778335.49
0.0,121768.5
1142147.77,957473.87
454598.11,204476.35
513144.07,608822.19
195251.42,216518.42
2219739.36,2267525.33
2233997.66,1743291.95
413153.27,346733.23
454255.0,218608.0
616018.6,607987.59
2130967.0,1637134.68
32551.0,71431.01
3670646.76,2996631.43
93958.57,152582.28
1529358.58,749455.93
870782.5,773969.85
1439210.69,1117189.77
7279375.37,3590670.64
2147843.4,1347932.73
1919947.34,1276744.47
299869.68,37909.2
0.0,36500.0
1608822.56,1140909.83
313771.45,150126.06
524094.09,314034.68
6902344.08,2785026.77
270000.0,143600.0
361437.27,264403.97
371091.85,368537.31
882805.34,886842.74
1366055.33,2054671.85
360260.28,380478.04
1112691.87,744447.3
187794.0,196228.0
291580.79,302517.91
2362271.05,1206794.5
111413.99,45.97
2512797.21,1864730.62
1111387.53,543757.7
436578.25,357641.5
71457791.73,22711557.79
150555.13,142872.12
363683.0,423705.91
460482.37,228702.01
2160359.44,1558682.15
1427359.28,1196365.84
402434.56,355888.71
1604828.24,1409743.89
2113314.99,1532199.4
14396.89,13920.95
178324.81,94346.07
578705.5,461888.0
199900.0,53000.0
1304751.22,332500.59
306047.56,269325.98
210591.92,319769.35
2848043.98,2021929.13
718243.12,476329.37
732475.33,584044.28
7413325.4,6582340.62
3806026.25,2685335.18
686575.91,514857.82
1858227.0,959827.26
218507.0,235334.84
364459.62,136417.15
276000.0,146000.0
166782.29,103925.92
2151511.77,1471572.74
0.0,248000.0
1585.62,19521.46
413535.8,551790.8
316445.84,184796.0
3206348.97,2450374.7
12895372.7,13756254.18
631276.25,301374.87
3119766.15,1590575.58
866566.63,253867.0
714100.92,346363.42
770238.06,446471.79
60000.0,150000.0
571318.0,214400.0
139029.88,104700.0
739989.09,426369.93
398628.65,116173.54
577523.9,1519039.12
328332.43,274011.19
100000.0,100000.0
579489.51,370546.34
1740293.45,1151683.94
296000.0,280000.0
156151.0,137474.16
3091010.72,1466419.35
352995.24,277741.34
4281.13,34572.32
1923804.83,1276967.26
269242.05,302984.2
2614239.69,2344483.68
3105992.76,2072268.62
327497.22,119023.26
310101.13,180297.0
260991.0,195991.0
552187.06,276817.0
2045280.12,1292835.28
2089327.13,1721596.9
1215761.9,1079688.12
905009.15,403451.9
2081040.42,917660.11
3234281.93,2967864.68
79360.0,85100.0
827700.61,587921.03
938260.71,1239849.39
33217.5,10500.0
196048.2,201515.83
205665.0,295420.0
33607.68,14020.31
1049500.0,474500.0
684708.64,452786.49
552028.56,452372.82
844050.44,715739.06
4056817.52,3274697.05
0.0,380044.02
1893184.9,1443960.28
289826.68,278119.7
203000.0,659976.97
200643.0,0.0
499180.8,434950.54
635351.63,309381.09
194.73,194.73
1128907.0,1244409.0
608605.96,380880.1
537630.97,386836.59
2729032.78,2354918.15
1962869.1,1513863.67
3033608.87,1987650.22
362724.0,326548.89
347798.59,229070.33
2434156.62,1671387.92
1845642.48,1288554.56
1921856.48,1726669.83
91395.9,53278.55
385699.42,352310.38
1217477.96,882255.16
726689.9,631999.34
302196.16,295129.7
504460.0,485960.0
2174800.0,2056500.0
0.0,0.0
0.0,0.0
1173255.6,915558.54
405710.18,391558.5
834388.5,477930.0
555212.7,429476.42
352802.0,352832.73
2546816.95,1870616.83
3380655.15,2042282.21
442628.0,432235.0
407405.0,283355.32
7996543.98,6446681.37
2439256.22,1425127.55
361384.0,330852.42
481636.0,0.0
171558.51,12236.75
428450.0,360200.0
1369149.93,1293490.21
4779558.56,2726471.21
385673.45,367539.0
128436.0,24800.0
1087666.61,1400996.25
0.0,0.0
605864.54,422983.07
3112652.44,2169404.97
452078.0,351022.87
550717.77,284280.72
816006.39,825087.99
440634.24,396256.66
357233.93,218052.05
491593.0,304765.68
12833531.38,4517380.18
477804.42,328962.0
122500.0,125000.0
2740483.13,2290587.78
3171000.0,1886500.0
1036282.56,896418.76
177280.0,104000.0
5008730.33,1313572.68
223707.23,185000.0
655189.45,709291.19
1354658.14,1046582.08
1253840.08,989704.2
808570.0,463948.8
270000.0,300000.0
353027.92,256273.85
1513407.71,695556.3
970361.22,844064.4
406757.14,376501.14
436881.36,349411.0
227049.77,195796.0
1849316.07,1634219.8
0.0,0.0
871077.05,589860.39
51192301.09,39635110.13
1209693.82,1268753.09
3765039.98,2660700.69
685061.05,549718.93
548097.43,301874.23
284248.74,177786.13
525116.63,583010.5
1561558.23,955088.74
1898270.5,1492614.06
1359515.13,1015904.96
2652602.6,1669930.41
2854710.91,1941326.64
562000.0,562000.0
406170.94,346122.84
3149113.32,2417172.6
1980380.12,1959284.29
3178968.36,3133797.66
1010523.74,650076.4
391149.0,143888.16
489464.03,309696.61
1840674.85,1784047.65
494057.53,553342.36
722182.65,344032.25
414195.42,355633.77
200000.0,200000.0
265097.32,253467.72
0.0,225000.0
282560.16,286380.68
1245600.0,1245600.0
16651259.13,12010497.04
104000.0,111300.0
2498346.21,1557033.45
1528086.15,1186628.01
756606.28,614733.35
360376.69,240468.74
912686.61,568711.95
547762.31,495136.66
2227552.84,1372615.86
727000.0,1432038.0
382230.45,425568.21
1121923.18,954920.12
41410.0,532050.0
1597918.08,1937796.14
958667.0,762578.2
571754.08,446019.69
327996.45,277694.51
0.0,0.0
1823952.33,1376229.82
1056422.31,417620.39
696763.58,860360.4
1077454.92,340140.71
580581.46,60000.0
243478.0,240078.0
999599.03,553983.55
787849.0,786166.0
810282.0,611108.0
527631.18,333500.0
1573420.0,773988.0
8303.03,23967.34
525946.25,727778.09
824881.6,536097.19
2563635.83,1891336.34
0.0,331372.44
667164.1,376001.41
67785.25,67785.25
335152.44,286304.48
1627311.99,1038465.5
0.0,0.0
1841425.94,360352.1
799535.2,621055.67
307553.14,181961.17
850625.36,712023.57
0.0,0.0
17200.0,391439.73
1925332.24,1824908.27
3453535.57,1818742.58
1009414.72,757327.02
251886.11,0.0
570115.15,561615.15
962159.13,717517.52
2752070.01,1401514.24
417417.42,313140.2
323350.38,282903.0
592502.8,512461.8
1712924.73,1438903.0
3846598.36,1089832.36
2434259.54,2135635.92
188227.0,100620.41
637636.5,450229.38
415000.0,245000.0
486019.42,342562.17
807605.18,631150.49
499619.04,380156.0
3265946.27,2389903.84
574297.92,348170.12
1099507.03,749701.87
3091784.72,2560773.87
244476.35,201925.91
2158473.51,2502121.27
1762592.19,697409.16
1211500.0,1303500.0
0.0,70000.0
316000.0,290000.0
2260049.85,1971111.05
4910611.31,4071708.36
1333640.0,1048700.0
577500.0,475000.0
6147521.0,3493336.03
374977.92,239983.01
3134237.46,2812206.5
939913.5,502759.11
246028.0,152250.0
636601.63,503779.59
679918.33,625642.86
85535.19,87879.85
1379367.01,823239.43
67121.0,67121.0
3683160.87,2597325.11
1909770.23,1018914.19
1286704.46,1016017.66
485000.0,485000.0
695388.07,601813.81
22018.0,164531.0
430063.37,329000.0
360785.59,360785.59
420600.0,594195.05
2064086.94,1877210.68
281445.68,256645.68
2808560.61,1948843.98
18.75,18.75
1047632.66,310484.0
0.0,0.0
255000.0,243000.0
855000.0,629300.0
3911992.7,762801.92
56154.0,54600.0
1091762.11,585944.3
3702864.95,2963240.64
434972.22,310186.0
1644316.5,716126.55
2080251.85,1283069.22
765163.68,334966.11
341921.56,327987.58
1709244.29,1055796.07
630000.0,630000.0
183913.0,140000.0
545071.01,523825.93
604593.83,526745.21
105000.0,105000.0
3008590.3,2565725.46
0.0,0.0
329174.18,308254.35
574566.23,426891.17
0.0,0.0
966303.0,677322.28
753070.3,392452.51
240200.0,444777.55
69859.64,27062.99
780000.0,694051.52
514279.89,381617.95
3270939.5,2933583.08
202854.93,127366.25
1073637.5,1464365.0
802675.38,588860.31
344356.95,151569.3
132000.0,134000.0
554156.62,493396.28
1671634.25,1537193.11
1051464.5,703812.37
681690.0,338085.0
213871.2,179272.0
420202.05,332482.0
265829.45,240766.11
136500.0,123183.9
2030846.46,1850876.04
215500.2,160000.0
326531.6,180687.0
311559.42,198207.0
880847.1,520841.06
466446.57,454786.91
985963.82,567849.2
8692759.44,6937581.32
118170.0,42698.36
1456828.24,1185848.55
263918.76,194759.81
245300.0,0.0
934362.09,670632.08
2064655.05,1299105.64
268546.85,0.0
1965268.71,1058477.14
3590500.0,2730500.0
1913287.27,1176703.84
1839428.68,1180896.36
108000.0,70500.0
1229326.35,1014182.06
191925.75,140000.0
2277666.99,2234846.3
571214.07,422009.35
236902.14,230118.6
361859.06,305560.0
1812431.3,1149652.42
66433.0,22200.0
517692.0,378167.0
970663.4,624904.64
394209.5,513000.0
1028179.15,566205.05
796877.0,1000384.0
635161.26,523481.76
1413473.65,1327323.77
338928.38,261251.28
626532.0,303651.6
723292.0,640000.0
360217.89,314776.42
114003.39,20000.0
852510.42,895907.63
304431.0,0.0
378526.37,227909.77
370210.05,506668.28
539552.0,454752.0
14448.01,13218.89
217480.13,9392.02
1334725.76,1035517.8
953921.79,640740.94
2215225.07,1968616.55
252796.97,257003.97
7517076.0,1138956.6
1220211.9,934394.91
1140813.85,843017.16
3079182.49,3017738.38
907402.76,639747.23
481046.5,329677.71
534977.0,502616.07
293371.17,205628.48
2110015.54,1785806.54
261029.56,187011.01
1603417.26,1073455.5
580395.07,365809.58
668892.3,732934.83
812551.05,615958.29
4335784.33,4237610.68
271499.15,197400.0
1411875.41,1285523.01
1359217.45,1103012.15
41139.0,20284.0
196185.27,94353.95
1160229.28,755168.1
2002902.75,1619638.76
536713.94,578738.33
814715.06,547307.0
560196.16,377993.13
23000.0,24600.0
191209.6,33634.85
31473.74,12157.28
626881.63,363579.1
228549.0,304017.49
2780415.61,1057924.33
1145200.92,934159.96
1333034.1,1005310.77
1952535.26,1359259.79
123439.31,90000.0
6714697.78,5523717.18
1037008.29,742729.88
0.0,0.0
486866.5,356061.46
2081340.42,1801181.61
869457.0,720110.0
1256399.41,821141.76
823137.25,346654.1
646784.03,412106.21
165000.0,165000.0
1027500.0,1239500.0
841444.52,1295024.77
2690972.89,2311528.58
332296.86,207734.86
828530.1,541440.69
290554.79,299160.0
592521.0,345127.0
803950.0,788864.6
607555.5,503555.5
0.0,0.0
64906.26,46788.64
0.0,0.0
588935.19,38364.68
936100.0,858300.0
620504.0,518250.0
130000.0,130000.0
1075459.35,683079.83
1113743.61,1207202.73
411888.33,147828.82
735645.85,459072.0
2846717.21,1917186.96
4220057.48,3767588.95
572750.87,458381.16
437834.0,362641.0
461668.65,272600.94
1092195.71,634561.67
1976831.59,1546395.53
1688762.29,1306902.94
561358.58,359435.0
1599713.58,1133075.21
266632.17,194413.6
360000.0,141000.0
228464.25,68658.96
1260290.07,1306309.46
223760.5,223760.5
26373.5,11027.79
367181.54,191425.96
1092728.43,968051.65
1977299.74,1771931.09
700100.0,37359.91
642257.55,468082.95
149085.24,149661.99
11300765.31,8538861.45
269583.73,566128.65
7405396.56,4743951.93
630000.0,426000.0
1164083.33,994055.19
403180.56,104345.85
1250714.16,1043034.9
100381782.2,82172549.67
968971.18,625275.14
557320.65,444113.15
1796197.35,1575921.57
598168.87,508195.37
1323040.86,1733132.1
2289594.53,1206355.89
187019.34,139311.49
105000.0,112000.0
180282.89,147316.62
4132459.35,3312954.72
541561.12,271740.0
1638864.29,385567.3
473928.0,380246.0
1887000.0,1746000.0
256000.0,256000.0
979109.0,484109.0
925551.61,536329.2
144116.09,131743.71
690889.76,483361.82
153173.88,107306.88
0.0,472300.0
930655.53,851351.88
319750.55,134659.5
2039841.93,1515048.93
283860.0,291990.0
0.0,0.0
397940.61,296556.35
848130.0,515351.9
1296414.26,1071207.18
246374.36,198046.29
423592.74,82052.72
2763220.26,2164404.35
349856.57,87684.26
461961.0,417319.01
11864897.7,8566968.1
2402043.36,1572541.93
2703376.22,1251268.63
794153.85,549711.29
733460.0,790080.0
511508.0,301500.0
974175.54,771527.13
513513.5,246423.08
1221325.0,1181008.0
2007154.52,1500313.06
880977.54,475091.36
1375156.77,1091771.17
773344.97,701611.27
599671.76,557219.98
2218527.62,1549222.85
225000.0,225000.0
261007.58,246535.0
921352.12,702676.96
303000.0,303086.44
631194.0,626583.0
400000.0,125000.0
652077.54,427967.73
590534.95,391448.0
13178.42,0.0
2745549.95,2552273.56
18634.05,11345.81
496725.23,321720.5
6892420.55,2112484.86
313068.0,313068.0
150026.84,181814.15
1160427.14,990497.53
449148.47,302307.8
1942932.0,1177347.5
1985256.01,1131705.67
1014871.68,828048.85
2697710.4,1576005.32
0.0,20000.0
459322.53,363221.25
1297182.0,990847.0
454666.9,437358.66
90407.71,48379.78
815212.5,480199.99
1436371.02,555993.58
680231.17,498546.26
392359.57,304867.11
80000.0,80000.0
215327.44,236316.0
754358.13,496002.46
1465523.65,1180239.08
568676.91,1304878.4
32405.59,17685.28
989500.0,344683.0
2192147.55,1666658.99
1960000.0,1280000.0
1569164.24,1155802.1
42800.0,33700.0
0.0,0.0
428515.95,346465.95
1536868.53,335126.78
662377.74,541549.38
1957312.04,1484996.19
3446553.96,2478121.3
460629.94,362466.17
437673.86,386100.01
281535.19,176100.0
988894.0,641712.0
329551.0,403008.5
5246768.78,3674745.52
514795.81,621583.78
2058797.0,1491497.6
133000.0,150000.0
547844.12,577939.98
231734.73,19146.0
1372356.48,657433.42
0.0,0.0
1047939.25,736219.0
650000.0,650000.0
1959422.41,1470433.0
428126.47,392841.79
1230136.93,662264.92
1751789.6,1634565.66
443152.89,275665.98
1378338.0,1326337.0
1764741.29,1663970.26
921600.52,1003462.85
5325409.0,4756946.0
1959305.03,1454148.12
1486714.64,960242.58
889920.9,776271.25
512300.0,350326.0
2268128.92,2023282.85
478436.55,291046.02
1120000.0,942480.0
1307232.0,1024943.0
899784.34,417831.0
326290.0,188278.0
3617934.97,3465576.98
226632.68,317574.23
4504505.76,3715803.07
479024.67,129409.35
718317.6,545910.0
0.0,0.0
4548766.27,3609470.44
3592267.28,2615625.93
390093.2,289185.21
135744.0,93425.0
830306.9,426462.19
6907405.59,5860992.63
1057385.0,807304.97
192226.61,114518.77
662340.83,300340.58
268515.24,112046.29
295311.54,300931.47
1463781.73,1247376.0
2158746.17,1162528.17
696836.35,430590.6
604426.58,468816.3
2791805.67,938166.27
1552483.08,627158.35
3029754.66,1975175.4
8347423.42,6285795.01
192711.07,151832.78
611594.0,688713.0
460533.53,178338.88
2072070.49,595190.79
1796773.41,1986026.87
1003016.53,680779.51
1139414.54,1011334.82
1153955.0,782390.63
0.0,184000.0
199000.0,0.0
1640501.35,1282671.83
952246.36,745199.0
2825773.48,2606521.82
658038.88,564990.72
521110.75,453163.73
407424.81,320121.1
891640.22,891304.26
590000.0,590000.0
1440270.0,1033350.0
191878.5,191878.5
4312487.85,4000141.65
22510531.76,17051279.66
4690226.12,2464049.09
1403000.0,1553000.0
791685.3,343024.5
2780870.34,2602008.59
245854.21,135070.19
10680930.33,8865110.77
264847.0,339959.56
672968.4,324839.9
444103.0,302952.54
2386063.08,1998669.6
150000.0,345000.0
427542.0,468228.5
289922.95,251319.25
409701.0,258800.0
6950916.65,4479359.98
0.0,0.0
1296994.12,246428.09
8004638.05,5684394.38
1216644.58,931849.56
1776123.33,936279.22
3928197.92,2430114.14
366239.0,85182.4
755831.35,874602.29
4807216.15,2224003.24
3059443.31,3163372.56
824208.39,866164.41
3495923.0,2706664.9
0.0,67000.0
252244.17,250647.01
2764904.63,2147502.7
585713.54,360571.73
2130196.6,1810199.07
263536.14,268198.42
556910.37,363063.15
140000.0,186400.0
958293.23,1398254.98
709210.99,243600.0
1080777.0,840808.94
199149.27,188873.4
1176200.0,613000.0
1135380.0,967200.0
2093323.83,1345124.6
287755.84,231166.68
1600904.8,1193934.05
1400864.35,1011876.6
4290340.51,4162347.74
50.0,219462.86
200000.0,100000.0
227000.0,195000.0
1331511.14,921691.86
2670260.39,1956837.42
837419.99,759433.72
390101.29,286318.82
1764082.48,1821470.75
1122150.0,662849.0
136000.0,164950.0
365500.0,360118.9
1284326.56,881877.49
483854.63,143634.75
1604081.27,730147.06
1212205.2,846037.72
3757289.35,3133033.54
686857.0,587455.0
775223.32,442109.5
6595280.86,4924977.12
230000.0,230000.0
187000.0,383588.07
900260.82,657934.01
1007290.45,622981.4
283800.0,273600.0
1405267.71,1173046.81
895000.0,895000.0
325000.0,287600.0
1926815.0,1480513.0
237537.61,0.0
1201562.19,392849.9
653369.26,386547.05
339519.75,168053.09
2936440.42,1868379.59
749601.35,646563.18
421060.0,300783.0
434162.61,267934.11
1688028.05,1402983.62
290500.0,290525.0
320866.04,299691.04
322350.0,248850.0
268676.05,100993.44
566586.3,320373.54
850373.25,586842.7
1064301.3,133245.0
0.0,0.0
455535.39,314011.05
1247738.44,1079424.71
18214.19,17220.69
512258.69,540153.35
862500.0,750000.0
605408.12,289181.57
3995429.12,3592527.47
638591.45,0.0
940049.23,719521.72
1406342.17,1298702.84
1309495.12,1168095.12
492917.28,329404.12
809327.89,701878.15
480817.45,357244.48
791188.41,835740.03
152322.0,152932.0
3912316.78,3348106.56
250063.94,222431.22
1264766.57,1277508.67
1169573.78,835810.08
1294474.49,835787.0
15000.0,80000.0
1137968.3,926171.67
1059054.74,837937.18
227000.0,208500.0
281539.65,281558.55
370.0,521399.62
386343.0,305000.0
1527698.62,1282617.64
440000.0,130050.0
428874.38,384072.0
5178074.88,4437320.11
1243154.76,1016430.92
800459.25,458809.44
635711.1,595772.9
358599.3,319083.68
376600.0,98454.0
59286566.37,12349485.26
91519.45,82099.8
839088.67,610847.09
355000.0,355000.0
371971.06,347209.38
1370884.52,1120958.33
715636.89,210711.48
3996072.06,3043079.71
917831.17,691661.17
3488112.2,1464972.37
876285.04,210240.89
739024.79,718056.65
750213.78,675396.12
1865751.96,1486461.66
0.0,0.0
1558329.44,1131449.92
0.0,40998.57
853791.65,967342.51
49905.31,179906.0
968981.26,833924.0
23821738.97,15568461.53
244127.69,58347.57
489085.29,391948.25
336230.42,284262.22
1086513.82,341596.74
245740.0,201174.31
0.0,0.0
0.0,0.0
8000.0,2500.0
940021.16,870363.0
1657416.0,340052.0
877146.0,516150.26
2167419.1,1437467.9
387979.0,286030.37
332308.16,294711.78
228872.24,175090.8
199470.01,79799.15
1833250.11,1657867.18
1148174.5,887119.58
1564024.94,1023102.91
2048780.84,1718048.85
1108396.89,819116.62
11925.0,17425.0
195962.97,182133.2
13248960.51,7493700.51
41611.9,113890.0
2153928.97,1449008.04
213143.11,260689.38
619497.33,624135.82
1896761.48,1408468.1
245466.0,282469.0
3010674.69,2130447.44
476329.45,348563.57
167094.43,245310.71
1103049.25,1021784.41
2718583.05,2424171.37
1111726.65,799150.0
930915.29,782277.49
1094998.48,1225455.72
2800123.75,3399284.73
830424.5,1157186.27
125.3,62.58
270642.36,259555.8
539422.83,402582.38
1193369.57,968343.49
2122704.23,1759185.96
1529427.23,1066773.83
598910.56,399842.15
684000.0,684000.0
2610683.55,2323297.2
100.0,489500.0
677306.67,508185.84
2809740.69,1809397.29
1843878.6,1176500.06
892511.22,429335.16
6653815.32,4874743.16
829740.16,612722.57
981583.33,1187228.14
1470356.02,1211820.1
572365.84,478968.54
84831.0,63518.36
3142352.92,2896805.81
0.0,10000.0
722114.48,485285.25
931605.33,896567.02
2380900.01,2002963.59
452339.17,486995.96
3088976.03,2810796.57
77868.5,107900.0
644467.42,447810.9
464441.65,128163.02
1664393.12,764796.68
745271.83,344344.08
187000.0,164000.0
549916.63,368675.46
610460.96,301809.34
196629.0,191728.0
910169.36,836676.16
617511.95,421446.1
2744485.36,1011076.38
353681.48,374679.15
984544.8,1035954.8
3060249.94,3196807.11
1953457.52,1808488.72
1669176.57,1044058.85
1428682.65,117265.9
790184.0,478000.0
2832702.5,1929898.92
730556.46,679685.43
2441595.66,2708165.03
110270.0,63500.0
376935.55,290611.44
26322.0,12727.32
979455.93,524268.36
204202.38,0.0
4263052.74,4260538.99
1709901.0,1421217.89
966051.2,504903.6
3421411.78,3085695.28
1524473.85,1362502.85
357281.0,197000.0
1575706.63,876239.15
4186130.03,2235135.89
140775.21,52865.0
146132.08,192014.1
345300.44,304086.3
165000.0,74441.0
346000.0,468600.0
110473.0,181650.0
127422.47,52386.12
238667.68,231024.68
562427.25,292120.5
66768.47,49407.0
672461.8,665085.5
50000.0,50000.0
155659.0,159789.0
1522777.0,1145450.0
170027.0,220858.59
180000.0,231000.0
528933.36,385119.84
1134698.47,915778.52
2484985.41,1888947.82
402271.94,305500.0
1628641.24,1105549.17
866299.83,898356.08
794764.38,665609.07
413083.15,217388.54
1251764.0,585000.0
433852.8,356100.86
444049.69,298606.84
780412.96,350867.1
5479221.63,4357171.37
270044.0,272095.0
2846669.01,1645637.09
1206453.1,653417.19
183192.0,86696.92
2262837.9,1504983.53
3130392.71,2169226.65
727938.97,801854.0
121303.8,91303.8
389203.21,295223.76
335292.76,261249.0
765998.78,713679.85
846647.07,390733.92
1076761.57,1152487.0
334051.0,346568.65
4159974.36,2748049.62
1716923.93,1286073.89
890157.11,362945.79
617979.0,522530.0
1290491.29,760349.03
1309499.31,1009849.54
567234.42,464755.28
1719180.31,1468476.79
983180.97,749178.53
36984.15,84823.99
219409.03,822.82
367173.64,345973.88
1228023.25,1518046.18
198398.29,108628.48
311235.28,700819.34
1125030.81,753907.35
440484.99,264720.96
1412067.54,978917.4
81631.0,29170.0
26564.58,10887.0
689604.32,805022.85
126716.0,126716.0
855558.5,921979.5
64869.51,200449.0
5177634.37,4531996.04
0.0,208223.76
121250.44,176386.23
955667.72,537755.32
1636848.81,1041800.78
1747988.66,1595069.65
453745.01,277483.96
1489400.08,1004447.71
6780.0,4500.0
2417995.51,2113190.44
1178919.53,809024.0
157500.0,105000.0
212310.0,192470.0
968857.47,671494.38
1069353.75,645319.75
160000.0,100000.0
1004000.0,1004000.0
71905.0,0.0
84140.0,157650.0
1293359.19,811847.04
867010.03,505527.0
426770.42,295933.0
907629.46,554785.1
1888727.4,2230956.0
860017.46,566958.42
502400.27,308909.87
203000.0,140000.0
480000.0,480000.0
63437.95,0.0
807778.33,760253.53
854312.8,345562.0
1434404.34,1111189.9
1450811.46,1031567.94
161897.78,135442.78
818468.27,619822.93
524937.15,380510.8
4433446.8,2417203.12
652960.44,625166.43
1031242.5,638659.0
2857339.79,1948101.47
769415.07,382344.58
786489.0,767586.0
3694011.04,1790480.0
3041641.69,2325195.87
2819448.71,1970251.03
1135712.34,1283819.0
183000.0,110300.0
1795411.59,1248652.53
591725.01,358293.42
632047.96,337247.64
5727924.75,3520193.7
1648178.76,1524124.82
499459.3,466170.44
3780000.0,3780000.0
1196000.0,1196000.0
58906.0,120000.0
549171.64,0.0
1145898.5,763992.0
15850.2,18897.88
867909.77,764933.11
117847.36,102810.93
1858825.13,1550139.17
980000.0,980000.0
2263904.72,1937757.33
724888.64,453430.8
449382.64,230513.13
2929189.76,1176691.76
183997.0,110000.0
363923.15,284382.0
2749008.79,2608685.94
1714504.95,1170993.72
1500000.0,333025.0
2877286.89,2087293.47
428503.0,270437.7
846208.21,714452.23
947899.12,664621.0
1120435.37,791009.14
0.0,0.0
670278.18,595224.16
49895.0,31500.0
706485.33,424568.26
454200.0,143000.0
753917.89,603445.62
1095199.49,525981.82
53016.72,62443.33
542201.63,92164.0
3737412.8,2100398.02
171799.0,71555.0
2202644.16,1475050.92
27167.9,43708.0
455023.29,634700.68
804527.85,481088.67
377576.15,309866.09
395008.88,336915.21
1227647.07,850854.2
22398.0,40398.0
4555568.77,3038426.61
4831.7,16.56
779609.0,618838.4
478623.66,4755.92
816923.36,609139.24
457762.2,436355.98
451819.0,308500.0
327881.67,327881.67
694746.96,572042.83
2054862.04,1638279.96
82762.99,67898.81
1809493.84,474780.0
65000.0,65000.0
2871796.11,1440072.62
622100.0,500100.0
786085.65,733974.68
193209.03,172384.0
165027.0,131443.0
520000.0,520000.0
187745.0,155280.0
6796284.75,4756284.25
697754.5,474563.05
972084.0,1187889.43
3156051.28,1492255.45
509268.5,155764.5
1845141.1,1101025.97
409170.0,436826.37
193500.0,103425.0
2973308.57,1147150.89
1726799.9,949257.43
389481.94,373902.79
1292540.6,966461.74
1642235.86,1138551.25
276303.05,261295.55
747610.45,540580.9
922510.0,600359.01
614214.2,634609.23
1129465.02,1156500.0
612821.29,479874.88
366963.66,299921.16
3210584.85,2446747.51
2963095.81,1966426.38
3175943.38,2392175.95
77145.42,95760.09
769584.11,332943.46
772296.58,730571.53
4756420.04,2147151.9
330000.0,330000.0
1005053.71,602583.88
2029178.18,1174368.42
3342931.57,2640368.44
720015.79,538210.73
0.0,0.0
640003.47,528061.46
384541.45,33683.88
2491732.69,957090.33
331380.55,342179.82
340926.0,271509.35
1964655.07,1681235.47
4057453.19,2609568.47
303675.18,313796.74
1161133.71,321188.73
1413193.91,1362279.26
2636337.2,991250.05
577131.43,400991.2
73004.37,28055.57
1163049.12,1225402.92
1019672.5,971599.5
858410.95,612607.78
168547.0,250744.09
2186220.1,1534629.64
661678.12,556829.11
2383718.92,1728683.6
1794106.49,1202082.51
1483955.13,1490777.33
969438.65,811490.49
313700.0,305700.0
835208.96,495185.3
4556052.71,1790541.47
443799.08,305526.18
401956.86,305222.86
1264027.91,1076895.44
395431.0,120000.0
573854.0,204225.0
186911.55,297315.9
996253.21,774957.72
1741344.21,1523007.03
318000.0,323000.0
615312.46,519338.53
362440.12,262909.3
467633.79,313641.44
750000.0,0.0
282500.0,222000.0
2394420.69,1726495.58
548672.0,239368.08
0.0,1256511.95
1350427.62,937350.73
