espacio_cultural_id,provincia_id,localidad_id,provincia,localidad,nombre,direccion,codigo_postal,codigo_indicativo_telefono,telefono,mail,informacion_adicional,latitud,longitud,fuente,numero_de_registro_en_conabip
110345,06,06217010,Buenos Aires,Chascomús,Biblioteca Popular del Ipora Padre Luis Sánchez,Inmigrantes Arabes 569,7130,2241,431208,bibliotecaipora2000@yahoo.com.ar,Se fundó en el año 1997,-35.568083,-57.996183,CONABIP,3890
110346,78,78021040,Santa Cruz,Río Gallegos,Biblioteca Popular Ush Güent,Avda. Lisandro de la Torre 426,9400,2966,431263,b_p_usguent@yahoo.com.ar,Se fundó en el año 1994,-51.6209,-69.242983,CONABIP,3261
110347,18,18021020,Corrientes,Corrientes,Biblioteca Popular Escolar Fray J. de la Quintana,25 de Mayo 1344,W3400BCR,3783,431370,s/d,Se fundó en el año 1930,-27.46455,-58.833267,CONABIP,3258
110348,06,06420010,Buenos Aires,Las Toninas,Biblioteca Popular Las Toninas,Calle 1 1066,B7106BAV,2246,431401,biblo093@yahoo.com.ar,Se fundó en el año 1985,-36.487017,-56.69335,CONABIP,3696
110349,06,06714060,Buenos Aires,Salto,Biblioteca Popular Dr. Tristán G. Lobos,Av.B.Mitre y San Martín,B2741AVJ,2474,431411,bibliotlobos@speedy.com.ar,Se fundó en el año 1901,-34.293733,-60.25365,CONABIP,233
110350,06,06028010,Buenos Aires,Glew,Biblioteca Popular Manuel Belgrano del Barrio de Villa París,Scalabrini Ortíz 2560,1856,2224,431485,bib_manuelbelgrano_glew@yahoo.com.ar,Se fundó en el año 1998,-34.87905,-58.3788,CONABIP,3952
110351,50,50105210,Mendoza,Diamante,Biblioteca Popular Francisco Peñasco,Av.Bartolomé Mitre 1233,5600,2627,431599,bibliotecafranciscopenasco@yahoo.com.ar,Se fundó en el año 1926,-34.621892,-68.312454,CONABIP,1276
110352,58,58112040,Neuquén,Zapala,Biblioteca Popular La Libroteca,Avda. 12 de julio 470,Q8340DLA,29942,431786,lalibrotecazapala@hotmail.com,Se fundó en el año 1998,-38.898217,-70.075183,CONABIP,3833
110353,06,06833100,Buenos Aires,Tres Arroyos,Biblioteca Popular José Ingenieros,Bolivar 132,7500,2983,431791,biblo060@gmail.com,Se fundó en el año 1930,-38.3789,-60.280767,CONABIP,1388
110354,06,06638040,Buenos Aires,Pilar,Biblioteca Popular Bartolomé Mitre,Belgrano 553,1629,2322,431818,bibliotecapilar@yahoo.com.ar,Se fundó en el año 1922,-34.45765,-58.914033,CONABIP,898
110355,26,26077040,Chubut,Trelew,Biblioteca Popular Agustín Alvarez,San Martín y Fontana 38 1º,U9100BEB,2965,431836,bpaa@infovia.com.ar,Se fundó en el año 1934,-43.252483,-65.305917,CONABIP,1819
110356,06,06875060,Buenos Aires,Médanos,Biblioteca Popular Pública Bartolomé Mitre,Bartolomé Mitre 37,8132,2927,432003,bbcamitre@yahoo.com.ar,Se fundó en el año 1939,-38.823783,-62.695717,CONABIP,2040
110357,06,06007080,Buenos Aires,Rivera,Biblioteca Popular José Ingenieros,Los Colonizadores 235,6441,2935,432073,ccibiblio@rivycol.com.ar,Se fundó en el año 1925,-37.1626,-63.24705,CONABIP,1278
110358,42,42154040,La Pampa,General Acha,Biblioteca Popular Florentino Ameghino,Avellaneda 450,8200,2952,432185,biflora.me@hotmail.com,Se fundó en el año 1922,-37.377667,-64.602983,CONABIP,901
110359,42,42154040,La Pampa,General Acha,Biblioteca Popular Escolar Escuela Nº 164,Balcarce 173,8200,2952,432185,bibles164@coseganet.com.ar,Se fundó en el año 1930,-37.3771,-64.599633,CONABIP,3347
110360,18,18070020,Corrientes,Goya,Biblioteca Popular Domingo Faustino Sarmiento,Mariano I.Loza 564,3450,3777,432190,bibliotecagoya@arnet.com.ar,Se fundó en el año 1911,-29.143317,-59.2652,CONABIP,501
110361,34,34035080,Formosa,Ibarreta,Biblioteca Popular Municipal E. Ramos Mejia,Av. 25 de mayo y J.Newery,3624,3716,432230,s/d,Se fundó en el año 1978,-25.214967,-59.858983,CONABIP,2973
110362,06,06518010,Buenos Aires,Coronel Vidal,Biblioteca Popular Libro y escuela,General Paz 491,7174,2265,432277,s/d,Se fundó en el año 1928,-37.445867,-57.728683,CONABIP,1387
110363,62,62091050,Río Negro,Ingeniero Jacobacci,Biblioteca Popular Bernardino Rivadavia,Julio A.Roca 161,8418,2940,432353,bibliotecapopularjacobacci@yahoo.com.ar,Se fundó en el año 1931,-41.3309,-69.546783,CONABIP,1522
110364,42,42098050,La Pampa,Victorica,Biblioteca Popular Bartolomé Mitre,Calle 17 Nº 861,6319,2338,432379,bibliorica@yahoo.com.ar,Se fundó en el año 1905,-36.217567,-65.436617,CONABIP,815
110365,06,06532020,Buenos Aires,Mercedes,Biblioteca Popular Domingo Faustino Sarmiento,Av.Mitre (29) 674,6600,2324,432620,biblsarmientomercedes@hotmail.com,Se fundó en el año 1887,-34.6492,-59.4315,CONABIP,194
110366,06,06182030,Buenos Aires,Punta Alta,Biblioteca Popular Escolar Ing. Luis Luiggi,Mitre 886,8109,2932,432645,biblioteca017@live.com.ar,Se fundó en el año 1994,-38.877767,-62.070567,CONABIP,3571
110367,74,74056150,San Luis,San Luis,Biblioteca Popular Juan Pablo II,Dominicos Puntanos 735- Pquia N.Sra.de Fatima,5700,2652,432914,bibliojuanpabloii@hotmail.com,Se fundó en el año 1993,-33.28175,-66.3369,CONABIP,3230
110368,62,62077060,Río Negro,Sierra Grande,Biblioteca Popular Manuel R. Novillo,Julio A.Roca s/n,8532,2933,432936,biblionov@yahoo.com.ar,Se fundó en el año 1978,-41.607693,-65.354904,CONABIP,2968
110369,06,06203050,Buenos Aires,Huanguelen,Asociación Biblioteca Popular Púb.Escolar Dr. Baldomero Fernández Moreno,Avda. Sarmiento 851,7545,2933,432936,bibliotecapopular@s17.coopenet.com.ar,Se fundó en el año 1969,-37.066017,-61.92365,CONABIP,3894
110370,74,74035070,San Luis,Villa Mercedes,Biblioteca Popular Antonio Esteban Agüero,Ayacucho 76,5730,2657,433538,aguero_cnbp_vm3188@yahoo.com.ar,Se fundó en el año 1930,-33.689617,-65.4692,CONABIP,3188
110371,18,18021020,Corrientes,Corrientes,Biblioteca Popular José R. Mariño,Santa Fé 847,3400,3783,433614,l.@aol.com,Se fundó en el año 1930,-27.467533,-58.830317,CONABIP,495
110372,22,22140060,Chaco,Resistencia,Biblioteca Escolar Popular Alfredo Veirave,Mz.34 P 3 Secc.B,3500,3722,433658,bibliotecaveirave@hotmail.com,Se fundó en el año 1984,-27.451656,-58.986252,CONABIP,3534
110373,06,06833100,Buenos Aires,Tres Arroyos,Biblioteca Popular La tranquera,San Martín 1645,7500,2983,433703,bibliotecalatranquera@hotmail.com,Se fundó en el año 1930,-38.364317,-60.292017,CONABIP,4221
110374,06,06420040,Buenos Aires,Mar del Tuyú,Biblioteca Popular Dr. José María Sobral,Calle 95 1108,7108,2246,434084,bibliotecasobral@yahoo.com.ar,Se fundó en el año 2005,-36.596739,-56.705267,CONABIP,4368
110375,50,50098100,Mendoza,General San Martín,Biblioteca Popular Ricardo Rojas,Pirovano 100,5570,0263,434430,s/d,Se fundó en el año 1930,-33.079979,-68.46946,CONABIP,4173
110376,06,06420040,Buenos Aires,Mar del Tuyú,Biblioteca Popular Vito Dumas,Calle 3 7552,7108,2246,435285,bibliotecamardeltuyu@yahoo.com.ar,Se fundó en el año 1992,-36.5778,-56.69195,CONABIP,3574
110377,42,42021020,La Pampa,Santa Rosa,Biblioteca Popular Clemente J. Andrada,San Martín (oeste) y Villegas,6300,2954,435388,biblo262@cpenet.com.ar,Se fundó en el año 1930,-36.620716,-64.295188,CONABIP,2317
110378,78,78021040,Santa Cruz,Río Gallegos,Biblioteca Popular A. Kunfi Quiros,Los Pozos 260,9400,2966,435542,bibliokunfiquiros@yahoo.com,Se fundó en el año 1996,-51.633033,-69.198183,CONABIP,3527
110379,50,50105210,Mendoza,San Rafael,Biblioteca Popular Derly R. Calderón,Tirasso 300,5600,2627,435672,bpderly@yahoo.com.ar,Se fundó en el año 1992,-34.6173,-68.315733,CONABIP,3212
110380,30,30056070,Entre Ríos,Gualeguaychú,Biblioteca Popular Rodolfo A. García,Corrientes 222,E2820FGF,3446,435743,bibliotecarg@entrerios.net,Se fundó en el año 1960,-33.005583,-58.5234,CONABIP,2862
110381,62,62021060,Río Negro,San Carlos de Bariloche,Biblioteca Popular Francisco Lera,Avda. 9 de Julio 972,8400,2944,435831,bibliotecalera@yahoo.com.ar,Se fundó en el año 1997,-41.144089,-71.288742,CONABIP,3601
110382,14,14007210,Córdoba,Santa Rosa de Calamuchita,Biblioteca Popular Almafuerte,Córdoba 550,X5196ABL,3546,435852,info@biblioalmafuertesrc.com.ar,Se fundó en el año 1959,-32.066267,-64.54,CONABIP,2768
110383,78,78021040,Santa Cruz,Río Gallegos,Biblioteca Popular Flora R. de Lofredo,Pje.Miranda 1215,9400,2966,435939,bibliopopfrlofredo@infovia.com.ar,Se fundó en el año 1930,-51.627583,-69.240633,CONABIP,3142
110384,54,54028030,Misiones,Posadas,Biblioteca Popular Granadero Chepoya,Junín 2238,3300,3752,436020,acsanmart@radar.com.ar,Se fundó en el año 1994,-27.370567,-55.898383,CONABIP,3421
110385,62,62042450,Río Negro,Gral. Roca,Biblioteca Popular Julio Cortázar,Neuquén 1729,8332,2941,436209,bibliotecapopjuliocortazar@yahoo.com.ar,Se fundó en el año 2004,-39.0252,-67.580833,CONABIP,4261
110386,42,42105030,La Pampa,General Pico,Biblioteca Popular Municipal José Manuel Estrada,Calle 17 580,6360,2302,436454,bibliotecaestrada@ciudad.com.ar,Se fundó en el año 1912,-35.6636,-63.7565,CONABIP,808
110387,06,06217010,Buenos Aires,Chascomús,Biblioteca Popular Sociedad Fomento Nuestra Señora de Luján,H.Yrigóyen 578,7130,2241,436683,biblovillalujan@hotmail.com,Se fundó en el año 1982,-35.5659,-58.010717,CONABIP,3038
110388,06,06515010,Buenos Aires,Grand Bourg,Biblioteca Popular El Cruce de Papel,Alfredo Palacios 98,1615,2320,436819,biblioelcruce@hotmail.com,Se fundó en el año 2007,-34.488933,-58.740483,CONABIP,4262
110389,22,22140060,Chaco,Resistencia,Biblioteca Popular Escolar Remedios E. de San Martín,Gerardo Varela 26,3500,3722,436883,bibliotecaremediosdeescalada@yahoo.com.ar,Se fundó en el año 1951,-27.442369,-58.9804,CONABIP,2608
110390,74,74035070,San Luis,Villa Mercedes,Biblioteca e Instituto Cultural Popular Bernardino Rivadavia,Av. Mitre 1636,5730,2657,437212,bibl.bernardinorivadavia@yahoo.com.ar,Se fundó en el año 1934,-33.663583,-65.458583,CONABIP,1827
110391,06,06623100,Buenos Aires,Pergamino,Biblioteca Popular Pública Municipal Dr. Menéndez,San Martín 838,2700,2477,437327,bibliotecamenendez@yahoo.com.ar,Se fundó en el año 1900,-33.895567,-60.5763,CONABIP,213
110392,42,42021020,La Pampa,Santa Rosa,Biblioteca Popular Raúl Isidoro D'Atri,Río de la Plata 1320,6300,2954,437594,lilab@cpenet.com.ar,Se fundó en el año 1994,-36.600867,-64.2996,CONABIP,3377
110393,14,14140360,Córdoba,San Francisco,Biblioteca Popular Manuel Lainez,Almafuerte 1107,2400,3546,437661,prajunta@arnet.com.ar,Se fundó en el año 1940,-31.417183,-62.09145,CONABIP,2426
110394,18,18021020,Corrientes,Corrientes,Biblioteca Popular Bartolomé Mitre,25 de Mayo 1406,3400,3783,437739,bibliotecamitre@argentina.com,Se fundó en el año 1925,-27.464633,-58.832483,CONABIP,1070
110395,10,10035070,Catamarca,Hualfin,Biblioteca Popular Casa de la Cultura,Juan Chelemun s/n,4751,3833,437774,s/d,Se fundó en el año 1996,-27.22431,-66.831161,CONABIP,3560
110396,14,14014010,Córdoba,Córdoba,Biblioteca Popular Alfonsina Storni,Muluches  E/ Boro y Cruz Alta,5105,3543,438990,alfonsina_ngo@hotmail.com,Se fundó en el año 1999,-31.31345,-64.283633,CONABIP,3845
110397,42,42021020,La Pampa,Santa Rosa,Biblioteca Popular Rodolfo de Diego,Hipólito Yrigoyen 162,6300,2954,439917,bibliorodo@cpenet.com.ar,Se fundó en el año 1994,-36.619917,-64.289117,CONABIP,3737
110398,42,42119040,La Pampa,Quemú Quemú,Biblioteca Popular Héctor Raúl Tardiani,Las Heras 247,6333,2333,440065,biblquemu@cosypro.com.ar,Se fundó en el año 1996,-36.056517,-63.564817,CONABIP,3531
110399,82,82049210,Santa Fe,Villa Ana,Biblioteca Popular Mercedes de Longhi,25 de Mayo y Uruguay,3583,0382,440112,bibliovillaana@hotmail.com,Se fundó en el año 1930,-28.492033,-59.612267,CONABIP,4060
110400,06,06672010,Buenos Aires,Rauch,Biblioteca Popular Guido y Spano,Av.San Martín 258,B7203BPP,2297,440290,bibguidoyspanorauch@ciudad.com.ar,Se fundó en el año 1920,-36.777717,-59.09225,CONABIP,221
110401,06,06728040,Buenos Aires,San Andrés de Giles,Biblioteca Popular Alberdi,Rivadavia 658,B6720AIN,2325,440319,s/d,Se fundó en el año 1930,-34.443367,-59.4473,CONABIP,232
110402,06,06476030,Buenos Aires,Loberia,Biblioteca Popular Domingo Faustino Sarmiento,Sarmiento 120,7635,2261,440505,s/d,Se fundó en el año 1918,-38.16465,-58.783983,CONABIP,279
110403,14,14063020,Córdoba,Arias,Biblioteca Popular Constancio C.Vigil,Av.San Martín 1065,2624,3468,440505,bibliotecaarias@arnet.com.ar,Se fundó en el año 1967,-33.643283,-62.40345,CONABIP,2884
110404,06,06161010,Buenos Aires,Carmen de Areco,Biblioteca Popular Juan Bautista Alberdi,Rivadavia 586,B6725BNP,2273,440522,bibliocada@yahoo.com.ar,Se fundó en el año 1914,-34.378083,-59.8214,CONABIP,270
110405,62,62042450,Río Negro,Padre A Stefanelli,Biblioteca Popular Casa de Amigos,Vinter y Rochdale-Ex.Est FF.CC,R8333AAX,2941,440568,biblioteca_casadeamigos@yahoo.com.ar,Se fundó en el año 1994,-39.034271,-67.533409,CONABIP,3388
110406,22,22140060,Chaco,Resistencia,Biblioteca Popular Pública Juan Domingo Perón,2 de Abril,3500,3722,440641,bcaperon@yahoo.com.ar,Se fundó en el año 1991,-27.45953,-59.017551,CONABIP,3477
110407,82,82042280,Santa Fe,Teodelina,Biblioteca Popular Casa de la Cultura,Av. José Roberti 363,S6009BFD,3462,440761,biblioteodelina@xline.com.ar,Se fundó en el año 1992,-34.18815,-61.528083,CONABIP,3426
110408,06,06413050,Buenos Aires,Junín,Biblioteca Popular 9 de Julio,Roque Vasquez 7,6000,2362,441105,biblio021@infovia.com.ar,Se fundó en el año 1933,-34.595933,-60.944717,CONABIP,1809
110409,70,70021010,San Juan,Barreal,Biblioteca Popular Consejal D.F.Gallardo,Presidente Roca,5405,2648,441106,s/d,Se fundó en el año 1971,-31.652067,-69.473583,CONABIP,3686
110410,74,74056100,San Luis,Juana Koslay,Biblioteca Popular Policial Inspector M. Ramón A. Valdez,25 de Mayo 1066,5701,2652,441378,bibpolsl@yahoo.com.ar,Se fundó en el año 1994,-33.29255,-66.26955,CONABIP,3359
110411,22,22140060,Chaco,Resistencia,Biblioteca Pública Popular Josefa Lema de Urdapilleta,La Cangaye 420,3500,3722,441384,biblurdapilleta@hotmail.com,Se fundó en el año 1961,-27.438317,-58.993617,CONABIP,3418
110412,06,06126030,Buenos Aires,Campana,Biblioteca Popular Pilar A. de Traverso,Coltelli 1624,2804,3489,441441,bibliotecatraverso@yahoo.com.ar,Se fundó en el año 1992,-34.1689,-58.959617,CONABIP,3468
110413,22,22140060,Chaco,Resistencia,Biblioteca Popular Pública Evita,Molina 615,3500,3722,441583,bibliotecaevita@hotmail.com,Se fundó en el año 1987,-27.454167,-59.000583,CONABIP,3453
110414,06,06385030,Buenos Aires,Los Toldos,Biblioteca Popular Mariano Moreno,Rivadavia 137,B6015COC,2358,442003,bibpopmm_lostoldos@yahoo.com.ar,Se fundó en el año 1939,-34.994282,-61.035709,CONABIP,2501
110415,50,50105210,Mendoza,Cuadro Nacional,Biblioteca Popular Dolina Salas,Santa María de Oro y Lavalle,5607,2627,442052,dolinasalas@hotmail.com,Se fundó en el año 1930,-34.617,-68.275717,CONABIP,3329
110416,62,62014040,Río Negro,Choele Choel,Biblioteca Popular Nicolás Avellaneda,Nicolás Palacios 365,R8360DNG,2946,442803,bibliotecachoelechoel@yahoo.com.ar,Se fundó en el año 1918,-39.290783,-65.660233,CONABIP,832
110417,82,82126140,Santa Fe,San Jorge,Biblioteca Popular Rivadavia,Av.San Martín 1023,S2452AXJ,3406,443017,bprivadavia@arnet.com.ar,Se fundó en el año 1929,-31.8978,-61.860167,CONABIP,1395
110418,14,14035040,Córdoba,Huinca Renanco,Biblioteca Popular Domingo Faustino Sarmiento,San Martín 305,6270,2336,443237,b.sarmiento@hotmail.com,Se fundó en el año 1919,-34.841817,-64.37145,CONABIP,545
110419,22,22140060,Chaco,Resistencia,Asociación Amigos Biblioteca Pública Popular General M. Belgrano,I.Perez 331,3500,3722,443271,s/d,Se fundó en el año 1930,-27.47725,-58.953233,CONABIP,3384
110420,06,06623100,Buenos Aires,Pergamino,Biblioteca Popular José Manuel Estrada,Estrada 1225,2700,2477,443378,biblo045@infovia.com.ar,Se fundó en el año 1929,-33.89815,-60.58035,CONABIP,1452
110421,10,10112040,Catamarca,Santa Rosa,Biblioteca Popular Dr. Ramón S. Castillo,Crisanto Gómez esq. Fortunato Rodríguez s/n,4707,3833,443611,bibliorsc@yahoo.com.ar,Se fundó en el año 1995,-28.034361,-67.615356,CONABIP,3493
110422,06,06427010,Buenos Aires,Virrey del Pino,Biblioteca Popular Madre Teresa,Comercio 6950,1763,2202,443638,bibliotecamadreteresa@uolsinectis.com.ar,Se fundó en el año 1998,-34.809982,-58.637619,CONABIP,3730
110423,06,06791050,Buenos Aires,Tandil,Biblioteca Popular Juan Bautista Alberdi,Av.Colón 1341,7000,2293,443670,bibliotecajbalberdi@yahoo.com.ar,Se fundó en el año 1916,-37.31535,-59.135833,CONABIP,238
110424,22,22140060,Chaco,Resistencia,Biblioteca Popular Prisciliano Pérez,Salta 1160,3500,3722,443684,s/d,Se fundó en el año 1930,-27.444233,-58.99955,CONABIP,2549
110425,10,10049030,Catamarca,San Fernando del Valle de Catamarca,Biblioteca Popular San Luis Gonzaga,Cap. Salas y Francisco Olmos,K4702EDA,3833,443818,bib.pop.slg@gmail.com,Se fundó en el año 1930,-28.452423,-65.744125,CONABIP,3712
110426,94,94007010,Tierra del Fuego,Río Grande,Biblioteca Popular Infanto Juvenil,Pioneros Fueguinos 880,9420,2964,443889,bibliotecaij@hotmail.com,Se fundó en el año 1993,-53.765033,-67.725917,CONABIP,3239
110427,22,22140060,Chaco,Resistencia,Biblioteca Popular Escolar Enrique Lynch Arribalzaga,A.U.Illia 1990,3500,3722,444020,bcalynch50@yahoo.com.ar,Se fundó en el año 1942,-27.468767,-58.97025,CONABIP,2198
110428,06,06413050,Buenos Aires,Junín,Biblioteca Popular José Manuel Estrada,Av.Arias 70,6000,2362,444174,ispjunin@hotmail.com,Se fundó en el año 1942,-34.592717,-60.944667,CONABIP,2216
110429,06,06119050,Buenos Aires,Coronel Brandsen,Biblioteca Popular José de San Martín,Av.Mitre 251,B1980AEC,2223,444399,biblioteca@federalbrandsen.com.ar,Se fundó en el año 1932,-35.168483,-58.236983,CONABIP,1676
110430,82,82042260,Santa Fe,Sancti Spiritu,Biblioteca Popular Domingo Faustino Sarmiento,Lisandro de La Torre 424,2617,3462,444667,bibliosancti@coopsancti.com.ar,Se fundó en el año 1930,-34.007883,-62.23895,CONABIP,1472
110431,50,50084140,Mendoza,Rivadavia,Biblioteca Popular Bernardino Rivadavia,Av. España 56,5577,2623,444900,bip692@hotmail.com,Se fundó en el año 1915,-33.1842,-68.466797,CONABIP,692
110432,06,06805010,Buenos Aires,El Talar de Pacheco,Biblioteca Popular Lopez Camelo,Paul Groussac 3302,1618,3327,444949,cultura@cotelnet.com.ar,Se fundó en el año 1999,-34.448925,-58.695282,CONABIP,3768
110433,22,22140060,Chaco,Resistencia,Biblioteca Popular Escolar Bartolomé Mitre,Av.Sarmiento 831 PA,3500,3722,445019,bibliope_bartolomemitre@hotmail.com,Se fundó en el año 1930,-27.444517,-58.979217,CONABIP,3446
110434,94,94014020,Tierra del Fuego,Ushuaia,Biblioteca Popular Alfonsina Storni,Chubut y O.del Sur,D5732ABN,2901,445505,bibliotecastorni@yahoo.com.ar,Se fundó en el año 1994,-54.820133,-68.3472,CONABIP,3422
110435,22,22140060,Chaco,Resistencia,Biblioteca Popular Escolar Gobernador Manuel Obligado,La Sabana s/n,3500,3722,445539,s/d,Se fundó en el año 1961,-27.451656,-58.986252,CONABIP,3543
110436,94,94007010,Tierra del Fuego,Río Grande,Asociación Civil Nuestra Biblioteca Popular,Patagonia 470,9420,2964,445697,nuestra_bibliotecap@yahoo.com.ar,Se fundó en el año 2001,-53.77305,-67.7274,CONABIP,3951
110437,06,06119050,Buenos Aires,Coronel Brandsen,Biblioteca Popular Dr. Frutos Enrique Ortiz,Larrea 3077,1980,2223,445717,s/d,Se fundó en el año 1930,-35.158767,-58.238933,CONABIP,4166
110438,54,54014070,Misiones,Pueblo Presidente Artuo U. Illia,Asociación Biblioteca Popular Arturo U. Illia,Calle pincipal,3337,3755,445752,s/d,Se fundó en el año 1930,-27.145657,-54.873123,CONABIP,4211
110439,26,26077040,Chubut,Trelew,Biblioteca Popular Ceferino Namuncura,Ecuador 2386,U9100DCU,2965,446018,bibliotecapopularceferinonam@speedy.com.ar,Se fundó en el año 1983,-43.251467,-65.319083,CONABIP,3607
110440,06,06238010,Buenos Aires,Dolores,Biblioteca Popular General San Martín,Bartolomé Mitre 60,B7100BNB,2245,446253,bibsocial@speedy.com.ar,Se fundó en el año 1945,-36.311033,-57.678567,CONABIP,118
110441,18,18021020,Corrientes,Corrientes,Biblioteca Popular Arandu,Ciudad de Arequipa 3410,3400,3783,447026,bparandu@hotmail.com,Se fundó en el año 1994,-27.49475,-58.8337,CONABIP,3317
110442,06,06791050,Buenos Aires,Tandil,Biblioteca Popular Municipal Asociación A. Sala abierta de lectura Inf-Juv,Chacabuco 729,7000,2293,447044,salaabiertadelectura@hotmail.com,Se fundó en el año 1988,-37.32575,-59.140067,CONABIP,3302
110443,06,06791050,Buenos Aires,Tandil,Biblioteca Popular Ernesto Valor,Barifi 185,7000,2293,448283,biblioteca_valor@hotmail.com,Se fundó en el año 1978,-37.318817,-59.155883,CONABIP,3010
110444,74,74056150,San Luis,San Luis,Biblioteca Popular Jorge Luis Borges,Manzana 435 Casa 27,5700,2652,448543,biblioteborges@hotmail.com,Se fundó en el año 1930,-33.299561,-66.349182,CONABIP,4186
110445,06,06791050,Buenos Aires,Tandil,Biblioteca Popular Bernardino Rivadavia,San Martín 516,7000,2293,449093,bpbrtandil@hotmail.com,Se fundó en el año 1908,-37.326767,-59.13775,CONABIP,240
110446,18,18021020,Corrientes,Corrientes,Biblioteca Popular Escolar José F.de San Martín,Av.El maestro y Cruz del eje,3400,3783,449186,bibliotecajfsanmartin@hotmail.com,Se fundó en el año 1993,-27.471226,-58.839584,CONABIP,3368
110447,22,22140060,Chaco,Resistencia,Biblioteca Pública Popular Profesor N. Rojas Acosta,Juan R. Lestani 522,3500,3722,449351,bibliotecanicolas10_5@hotmail.com,Se fundó en el año 1957,-27.447367,-58.9731,CONABIP,3343
110448,06,06455030,Buenos Aires,Las Flores,Biblioteca Popular 25 de Mayo,Rivadavia 325,7200,2244,450141,info@bp25demayo.org.ar,Se fundó en el año 1928,-36.012783,-59.0991,CONABIP,1326
110449,62,62042010,Río Negro,Allen,Biblioteca Popular Naciones americanas,R.Saenz Peña 274,8328,2941,450225,biblona381@baf.com.ar,Se fundó en el año 1970,-38.9791,-67.833217,CONABIP,2906
110450,42,42126010,La Pampa,Caleufú,Biblioteca Popular Florentino Ameghino,España 450,L6387AGJ,2335,450291,bibliotecacaleufu@yahoo.com.ar,Se fundó en el año 1930,-35.5957,-64.558617,CONABIP,1477
110451,06,06581040,Buenos Aires,Quequén,Biblioteca Popular de Quequén,519 2245,7631,2262,450468,bibliotecaquequen@infovia.com.ar,Se fundó en el año 1930,-38.557233,-58.715067,CONABIP,3552
110452,18,18007010,Corrientes,Bella Vista,Biblioteca Popular Domingo Faustino Sarmiento,Corrientes 957,3432,0377,450626,gracielaalderete@yahoo.com.ar,Se fundó en el año 1901,-28.505533,-59.040417,CONABIP,492
110453,18,18021020,Corrientes,Corrientes,Biblioteca Popular Ñañuva,José Darragueira 1954,3400,3783,450771,s/d,Se fundó en el año 1930,-27.485183,-58.797183,CONABIP,3337
110454,14,14140150,Córdoba,Colonia Vignaud,Biblioteca Pública Popular de Colonia Vignaud,Independencia,X2420AGA,3564,450900,bivignaud@cspp.dataco34.com.ar,Se fundó en el año 1998,-30.84285,-61.954167,CONABIP,3853
110455,82,82007040,Santa Fe,Las Rosas,Biblioteca Popular Domingo Faustino Sarmiento,Moreno 461,S2520AKS,3471,451074,biblio@walnet.com.ar,Se fundó en el año 1935,-32.471917,-61.577383,CONABIP,2136
110456,06,06084020,Buenos Aires,Benito Juarez,Biblioteca Popular Juan J. Bernal Torres,Av.Libertad 101,B7020CXB,2292,451200,bibernaltorres@yahoo.com.ar,Se fundó en el año 1946,-37.67215,-59.806433,CONABIP,2723
110457,14,14140330,Córdoba,Porteña,Biblioteca Popular Porteña,Mitre 481,2415,3564,451205,bibliotecapopular@dataco34.com.ar,Se fundó en el año 1930,-31.01235,-62.062583,CONABIP,4232
110458,50,50091060,Mendoza,Villa de SAn Carlos,Biblioteca Popular Maestro Pedro Azín de San Carlos,Independencia 107,5863,2622,451273,biblioteca_pedro_azin@hotmail.com,Se fundó en el año 2005,-33.773846,-69.041794,CONABIP,4246
110459,06,06077010,Buenos Aires,Arrecifes,Biblioteca Popular Municipal Teniente General Bme. Mitre,Inst.Ramón Lorenzo y Av.Dardo Rocha,2740,2478,451326,bibmitre@todd.com.ar,Se fundó en el año 1939,-34.063183,-60.108267,CONABIP,2688
110460,62,62042010,Río Negro,Allen,Biblioteca Popular El hogar del lector,Catamarca 313,8328,011,451330,s/d,Se fundó en el año 1930,-38.980433,-67.81165,CONABIP,3081
110461,82,82042300,Santa Fe,Villa Cañas,Biblioteca Popular Domingo Faustino Sarmiento,Calle 52 Nº 46,2607,3462,451473,bibcanas@coevical-net.com.ar,Se fundó en el año 1931,-34.000867,-61.601,CONABIP,1582
110462,14,14021230,Córdoba,Río Ceballos,Biblioteca Popular Domingo Faustino Sarmiento,San Martín 5273,X5111EGA,3543,451525,bibliorc@hotmail.com,Se fundó en el año 1942,-31.1579,-64.31535,CONABIP,2157
110463,06,06791050,Buenos Aires,Tandil,Biblioteca Popular Bepo Ghezzi,Formosa 888,7000,2293,452002,bibliobepoghezzi@hotmail.com,Se fundó en el año 1999,-37.318583,-59.163383,CONABIP,3906
110464,06,06406010,Buenos Aires,Henderson,Biblioteca Popular Almafuerte,Diag.Yrigoyen 192,6465,0314,452054,mer@hcnet.com.ar,Se fundó en el año 1922,-36.301367,-61.71985,CONABIP,1248
110465,06,06735020,Buenos Aires,San Antonio de Areco,Biblioteca Popular Mariano Moreno,Alvear 322,2760,2326,452225,bmarianomoreno@arecoonline.com.ar,Se fundó en el año 1957,-34.248533,-59.473517,CONABIP,2815
110466,06,06679010,Buenos Aires,América,Biblioteca Municipal Popular Dr. Tomás Jofre,Mitre 135,6237,2337,452293,asoc.amigosjofre@hotmail.com,Se fundó en el año 1930,-35.487117,-62.972283,CONABIP,3697
